번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
5129,충청남도 천안시,충청남도 천안시 동남구 풍세면 광풍로 1021-11,충청남도 천안시 동남구 풍세면 풍서리 652,생활방범,1,200,90,30,2018-09,041-521-5207,36.714364,127.115334,2021-09-30
5130,충청남도 천안시,충청남도 천안시 동남구 풍세면 풍서2길 88,충청남도 천안시 동남구 풍세면 풍서리 515-2,생활방범,1,200,170,30,2018-09,041-521-5207,36.72148,127.11593,2021-09-30
5131,충청남도 천안시,충청남도 천안시 동남구 풍세면 풍서2길 88,충청남도 천안시 동남구 풍세면 풍서리 515-2,생활방범,1,200,335,30,2018-09,041-521-5207,36.72148,127.11593,2021-09-30
5132,충청남도 천안시,충청남도 천안시 동남구 풍세면 풍서2길 88,충청남도 천안시 동남구 풍세면 풍서리 515-2,생활방범,1,200,65,30,2018-09,041-521-5207,36.72148,127.11593,2021-09-30
5133,충청남도 천안시,0,충청남도 천안시 동남구 풍세면 남관리 201-2,생활방범,1,200,-1,30,2018-09,041-521-5207,36.75544,127.12012,2021-09-30
5134,충청남도 천안시,0,충청남도 천안시 동남구 풍세면 남관리 201-2,생활방범,1,200,90,30,2018-09,041-521-5207,36.75544,127.12012,2021-09-30
5135,충청남도 천안시,0,충청남도 천안시 동남구 풍세면 남관리 201-2,생활방범,1,200,270,30,2018-09,041-521-5207,36.75544,127.12012,2021-09-30
5136,충청남도 천안시,0,충청남도 천안시 동남구 풍세면 남관리 201-2,생활방범,1,200,300,30,2018-09,041-521-5207,36.75544,127.12012,2021-09-30
5137,충청남도 천안시,0,충청남도 천안시 동남구 풍세면 남관리 201-2,생활방범,1,200,345,30,2018-09,041-521-5207,36.75544,127.12012,2021-09-30
5138,충청남도 천안시,0,충청남도 천안시 동남구 풍세면 보성리 743,생활방범,1,200,240,30,2018-09,041-521-5207,36.726414,127.104222,2021-09-30
5139,충청남도 천안시,0,충청남도 천안시 동남구 풍세면 보성리 743,생활방범,1,200,60,30,2018-09,041-521-5207,36.726414,127.104222,2021-09-30
5140,충청남도 천안시,0,충청남도 천안시 동남구 풍세면 보성리 743,생활방범,1,200,320,30,2018-09,041-521-5207,36.726414,127.104222,2021-09-30
5141,충청남도 천안시,0,충청남도 천안시 동남구 풍세면 삼태리 331-7,생활방범,1,200,340,30,2016-12,041-521-5207,36.734378,127.095758,2021-09-30
5142,충청남도 천안시,0,충청남도 천안시 동남구 풍세면 삼태리 331-7,생활방범,1,200,200,30,2016-12,041-521-5207,36.734378,127.095758,2021-09-30
5143,충청남도 천안시,0,충청남도 천안시 동남구 풍세면 삼태리 331-7,생활방범,1,200,160,30,2016-12,041-521-5207,36.734378,127.095758,2021-09-30
5144,충청남도 천안시,0,충청남도 천안시 동남구 풍세면 풍서리 380-2,생활방범,1,200,-1,30,2016-12,041-521-5207,36.720802,127.119616,2021-09-30
5145,충청남도 천안시,0,충청남도 천안시 동남구 풍세면 풍서리 380-2,생활방범,1,200,270,30,2016-12,041-521-5207,36.720802,127.119616,2021-09-30
5146,충청남도 천안시,0,충청남도 천안시 동남구 풍세면 풍서리 380-2,생활방범,1,200,10,30,2016-12,041-521-5207,36.720802,127.119616,2021-09-30
5147,충청남도 천안시,,충청남도 천안시 동남구 신부동 125,생활방범,1,200,-1,30,2017-01,041-521-5207,36.823459,127.162422,2021-09-30
5148,충청남도 천안시,,충청남도 천안시 동남구 안서동 526-80,생활방범,1,200,-1,30,2018-09,041-521-5207,36.8368,127.1729,2021-09-30
5149,충청남도 천안시,,충청남도 천안시 동남구 안서동 526-80,생활방범,1,200,300,30,2018-09,041-521-5207,36.8368,127.1729,2021-09-30
5150,충청남도 천안시,,충청남도 천안시 동남구 안서동 526-80,생활방범,1,200,180,30,2018-09,041-521-5207,36.8368,127.1729,2021-09-30
5151,충청남도 천안시,,충청남도 천안시 동남구 안서동 526-80,생활방범,1,200,45,30,2018-09,041-521-5207,36.8368,127.1729,2021-09-30
5152,충청남도 천안시,"충청남도 천안시 동남구 신부2길 58 (신부동, 중앙아파트)",충청남도 천안시 동남구 신부동 497-1,생활방범,1,200,-1,30,2013-12,041-521-5207,36.819795,127.161831,2021-09-30
5153,충청남도 천안시,"충청남도 천안시 동남구 신부2길 58 (신부동, 중앙아파트)",충청남도 천안시 동남구 신부동 497-1,생활방범,1,300,45,30,2013-12,041-521-5207,36.819795,127.161831,2021-09-30
5154,충청남도 천안시,"충청남도 천안시 동남구 신부2길 58 (신부동, 중앙아파트)",충청남도 천안시 동남구 신부동 497-1,생활방범,1,300,100,30,2013-12,041-521-5207,36.819795,127.161831,2021-09-30
5155,충청남도 천안시,"충청남도 천안시 동남구 신부2길 58 (신부동, 중앙아파트)",충청남도 천안시 동남구 신부동 497-1,생활방범,1,300,320,30,2013-12,041-521-5207,36.819786,127.161782,2021-09-30
5156,충청남도 천안시,,충청남도 천안시 동남구 신부동 673,생활방범,1,200,-1,30,2016-07,041-521-5207,36.820953,127.161339,2021-09-30
5157,충청남도 천안시,,충청남도 천안시 동남구 신부동 673,생활방범,1,200,60,30,2016-07,041-521-5207,36.820953,127.161339,2021-09-30
5158,충청남도 천안시,,충청남도 천안시 동남구 신부동 125,생활방범,1,200,-1,30,2017-01,041-521-5207,36.824539,127.160428,2021-09-30
5159,충청남도 천안시,,충청남도 천안시 동남구 신부동 125,생활방범,1,200,90,30,2017-01,041-521-5207,36.824539,127.160428,2021-09-30
5160,충청남도 천안시,,충청남도 천안시 동남구 신부동 125,생활방범,1,200,250,30,2017-01,041-521-5207,36.824539,127.160428,2021-09-30
5161,충청남도 천안시,충청남도 천안시 동남구 신부동 811,충청남도 천안시 동남구 신부동 811,생활방범,1,800,-1,30,2020-09,041-521-5207,36.82027,127.160106,2021-09-30
5162,충청남도 천안시,,충청남도 천안시 동남구 신부동 811,생활방범,1,200,240,30,2016-06,041-521-5207,36.82027,127.160106,2021-09-30
5163,충청남도 천안시,,충청남도 천안시 동남구 신부동 811,생활방범,1,200,50,30,2016-06,041-521-5207,36.82027,127.160106,2021-09-30
5164,충청남도 천안시,,충청남도 천안시 동남구 신부동 125,생활방범,1,200,-1,30,2017-01,041-521-5207,36.824808,127.161942,2021-09-30
5165,충청남도 천안시,,충청남도 천안시 동남구 신부동 125,생활방범,1,200,240,30,2017-01,041-521-5207,36.824808,127.161942,2021-09-30
5166,충청남도 천안시,,충청남도 천안시 동남구 신부동 125,생활방범,1,200,80,30,2017-01,041-521-5207,36.824808,127.161942,2021-09-30
5167,충청남도 천안시,,충청남도 천안시 동남구 신부동 125,생활방범,1,200,300,30,2017-01,041-521-5207,36.824808,127.161942,2021-09-30
5168,충청남도 천안시,충청남도 천안시 동남구 신부2길 12 (신부동),충청남도 천안시 동남구 신부동 471-1,생활방범,1,200,-1,30,2013-12,041-521-5207,36.817581,127.159804,2021-09-30
5169,충청남도 천안시,충청남도 천안시 동남구 신부2길 12 (신부동),충청남도 천안시 동남구 신부동 471-1,생활방범,1,300,335,30,2013-12,041-521-5207,36.817581,127.159804,2021-09-30
5170,충청남도 천안시,충청남도 천안시 동남구 신부2길 12 (신부동),충청남도 천안시 동남구 신부동 471-1,생활방범,1,300,1,30,2013-12,041-521-5207,36.817581,127.159804,2021-09-30
5171,충청남도 천안시,,충청남도 천안시 동남구 신부동 125,생활방범,1,200,-1,30,2017-01,041-521-5207,36.825666,127.161116,2021-09-30
5172,충청남도 천안시,,충청남도 천안시 동남구 신부동 125,생활방범,1,200,30,30,2017-01,041-521-5207,36.825666,127.161116,2021-09-30
5173,충청남도 천안시,,충청남도 천안시 동남구 신부동 125,생활방범,1,200,240,30,2017-01,041-521-5207,36.825666,127.161116,2021-09-30
5174,충청남도 천안시,,충청남도 천안시 동남구 신부동 228,생활방범,1,130,-1,30,2012-07,041-521-5207,36.832694,127.166367,2021-09-30
5175,충청남도 천안시,,충청남도 천안시 동남구 신부동 228,생활방범,1,200,150,30,2016-06,041-521-5207,36.832694,127.166367,2021-09-30
5176,충청남도 천안시,,충청남도 천안시 동남구 신부동 228,생활방범,1,200,40,30,2016-06,041-521-5207,36.832694,127.166367,2021-09-30
5177,충청남도 천안시,,충청남도 천안시 동남구 신부동 228,생활방범,1,200,180,30,2016-06,041-521-5207,36.832694,127.166367,2021-09-30
5178,충청남도 천안시,,충청남도 천안시 동남구 신부동 125,생활방범,1,200,-1,30,2017-01,041-521-5207,36.822953,127.161949,2021-09-30
5179,충청남도 천안시,,충청남도 천안시 서북구 성성동 711,생활방범,1,200,330,30,2017-11,041-521-5207,36.841245,127.130376,2021-09-30
5180,충청남도 천안시,,충청남도 천안시 서북구 성성동 711,생활방범,1,200,160,30,2017-11,041-521-5207,36.841245,127.130376,2021-09-30
5181,충청남도 천안시,,충청남도 천안시 서북구 차암동 547,생활방범,1,200,-1,30,2014-06,041-521-5207,36.843976,127.106601,2021-09-30
5182,충청남도 천안시,,충청남도 천안시 서북구 차암동 547,생활방범,1,200,230,30,2014-06,041-521-5207,36.843976,127.106601,2021-09-30
5183,충청남도 천안시,,충청남도 천안시 서북구 차암동 547,생활방범,1,200,140,30,2014-06,041-521-5207,36.843976,127.106601,2021-09-30
5184,충청남도 천안시,,충청남도 천안시 서북구 차암동 547,생활방범,1,200,-1,30,2014-06,041-521-5207,36.844069,127.107661,2021-09-30
5185,충청남도 천안시,,충청남도 천안시 서북구 차암동 547,생활방범,1,200,267,30,2014-06,041-521-5207,36.844069,127.107661,2021-09-30
5186,충청남도 천안시,,충청남도 천안시 서북구 차암동 547,생활방범,1,200,1,30,2014-06,041-521-5207,36.844069,127.107661,2021-09-30
5187,충청남도 천안시,,충청남도 천안시 서북구 차암동 547,생활방범,1,200,-1,30,2014-06,041-521-5207,36.843754,127.107793,2021-09-30
5188,충청남도 천안시,,충청남도 천안시 서북구 차암동 547,생활방범,1,200,314,30,2014-06,041-521-5207,36.843754,127.107793,2021-09-30
5189,충청남도 천안시,,충청남도 천안시 서북구 성성동 829,생활방범,1,300,30,30,2019-01,041-521-5207,36.840932,127.122421,2021-09-30
5190,충청남도 천안시,,충청남도 천안시 서북구 성성동 829,생활방범,1,300,268,30,2019-01,041-521-5207,36.840932,127.122421,2021-09-30
5191,충청남도 천안시,,충청남도 천안시 서북구 성성동 829,생활방범,1,300,90,30,2019-01,041-521-5207,36.840932,127.122421,2021-09-30
5192,충청남도 천안시,충청남도 천안시 서북구 부성3길 9 (두정동),충청남도 천안시 서북구 두정동 985,생활방범,1,200,-1,30,2013-12,041-521-5207,36.834075,127.133672,2021-09-30
5193,충청남도 천안시,충청남도 천안시 서북구 부성3길 9 (두정동),충청남도 천안시 서북구 두정동 985,생활방범,1,300,55,30,2013-12,041-521-5207,36.834075,127.133672,2021-09-30
5194,충청남도 천안시,충청남도 천안시 서북구 부성3길 9 (두정동),충청남도 천안시 서북구 두정동 985,생활방범,1,300,90,30,2013-12,041-521-5207,36.834075,127.133672,2021-09-30
5195,충청남도 천안시,,충청남도 천안시 서북구 성성동 829,생활방범,1,200,-1,30,2019-01,041-521-5207,36.841305,127.122359,2021-09-30
5196,충청남도 천안시,,충청남도 천안시 서북구 성성동 829,생활방범,1,300,115,30,2019-01,041-521-5207,36.841305,127.122359,2021-09-30
5197,충청남도 천안시,,충청남도 천안시 서북구 성성동 829,생활방범,1,300,320,30,2019-01,041-521-5207,36.841305,127.122359,2021-09-30
5198,충청남도 천안시,,충청남도 천안시 서북구 성성동 829,생활방범,1,200,-1,30,2019-01,041-521-5207,36.841398,127.123609,2021-09-30
5199,충청남도 천안시,충청남도 천안시 서북구 직산읍 직산안길 79,충청남도 천안시 서북구 직산읍 군동리 324-1,어린이보호,1,200,210,30,2016-06,041-521-5207,36.903112,127.162475,2021-09-30
5200,충청남도 천안시,충청남도 천안시 서북구 직산읍 직산안길 79,충청남도 천안시 서북구 직산읍 군동리 324-1,어린이보호,1,200,50,30,2016-06,041-521-5207,36.903112,127.162475,2021-09-30
5201,충청남도 천안시,,충청남도 천안시 서북구 직산읍 양당리 103-4,어린이보호,1,200,1,30,2016-12,041-521-5207,36.878733,127.114641,2021-09-30
5202,충청남도 천안시,,충청남도 천안시 서북구 직산읍 양당리 103-4,어린이보호,1,200,80,30,2016-12,041-521-5207,36.878733,127.114641,2021-09-30
5203,충청남도 천안시,,충청남도 천안시 서북구 직산읍 삼은리 76-444,어린이보호,1,200,260,30,2018-09,041-521-5207,36.878138,127.149937,2021-09-30
5204,충청남도 천안시,,충청남도 천안시 서북구 직산읍 삼은리 76-444,어린이보호,1,200,170,30,2018-09,041-521-5207,36.878138,127.149937,2021-09-30
5205,충청남도 천안시,,충청남도 천안시 서북구 직산읍 삼은리 76-444,어린이보호,1,200,80,30,2018-09,041-521-5207,36.878138,127.149937,2021-09-30
5206,충청남도 천안시,,충청남도 천안시 서북구 직산읍 상덕리 106,어린이보호,1,200,-1,30,2015-11,041-521-5207,36.893364,127.12427,2021-09-30
5207,충청남도 천안시,,충청남도 천안시 서북구 직산읍 상덕리 106,어린이보호,1,200,170,30,2015-11,041-521-5207,36.893364,127.12427,2021-09-30
5208,충청남도 천안시,,충청남도 천안시 서북구 직산읍 상덕리 106,어린이보호,1,200,350,30,2015-11,041-521-5207,36.893364,127.12427,2021-09-30
5209,충청남도 천안시,충청남도 천안시 서북구 직산읍 직산로 55,충청남도 천안시 서북구 직산읍 삼은리 37,어린이보호,1,200,-1,30,2015-11,041-521-5207,36.88211,127.154441,2021-09-30
5210,충청남도 천안시,충청남도 천안시 서북구 직산읍 직산로 55,충청남도 천안시 서북구 직산읍 삼은리 37,어린이보호,1,200,190,30,2015-11,041-521-5207,36.88211,127.154441,2021-09-30
5211,충청남도 천안시,충청남도 천안시 서북구 직산읍 직산로 55,충청남도 천안시 서북구 직산읍 삼은리 37,어린이보호,1,200,10,30,2015-11,041-521-5207,36.88211,127.154441,2021-09-30
5212,충청남도 천안시,충청남도 천안시 서북구 입장면 입장시장2길 29-6,충청남도 천안시 서북구 입장면 하장리 18-1,어린이보호,1,200,-1,30,2020-04,041-521-5207,36.915439,127.225538,2021-09-30
5213,충청남도 천안시,충청남도 천안시 서북구 입장면 입장시장2길 29-6,충청남도 천안시 서북구 입장면 하장리 18-1,어린이보호,1,200,270,30,2016-06,041-521-5207,36.915439,127.225538,2021-09-30
5214,충청남도 천안시,충청남도 천안시 서북구 입장면 입장시장2길 29-6,충청남도 천안시 서북구 입장면 하장리 18-1,어린이보호,1,200,90,30,2016-06,041-521-5207,36.915439,127.225538,2021-09-30
5215,충청남도 천안시,,충청남도 천안시 서북구 입장면 하장리 97-7,어린이보호,1,200,-1,30,2016-06,041-521-5207,36.913804,127.219166,2021-09-30
5216,충청남도 천안시,,충청남도 천안시 서북구 입장면 하장리 97-7,어린이보호,1,200,70,30,2016-06,041-521-5207,36.913804,127.219166,2021-09-30
5217,충청남도 천안시,충청남도 천안시 서북구 입장면 입장시장2길 29-2,충청남도 천안시 서북구 입장면 하장리 24-2,어린이보호,1,200,-1,30,2015-08,041-521-5207,36.914856,127.225494,2021-09-30
5218,충청남도 천안시,충청남도 천안시 서북구 입장면 입장시장2길 29-2,충청남도 천안시 서북구 입장면 하장리 24-2,어린이보호,1,200,90,30,2015-08,041-521-5207,36.914856,127.225494,2021-09-30
5219,충청남도 천안시,충청남도 천안시 서북구 입장면 입장시장2길 29-2,충청남도 천안시 서북구 입장면 하장리 24-2,어린이보호,1,200,350,30,2015-08,041-521-5207,36.914856,127.225494,2021-09-30
5220,충청남도 천안시,충청남도 천안시 서북구 입장면 성진로 1008-12,충청남도 천안시 서북구 입장면 기로리 280-1,어린이보호,1,200,-1,30,2016-06,041-521-5207,36.91205,127.241501,2021-09-30
5221,충청남도 천안시,충청남도 천안시 서북구 입장면 성진로 1008-12,충청남도 천안시 서북구 입장면 기로리 280-1,어린이보호,1,200,180,30,2016-08,041-521-5207,36.91205,127.241501,2021-09-30
5222,충청남도 천안시,,충청남도 천안시 서북구 입장면 하장리 5-14,어린이보호,1,200,-1,30,2016-06,041-521-5207,36.914055,127.220209,2021-09-30
5223,충청남도 천안시,,충청남도 천안시 서북구 입장면 하장리 5-14,어린이보호,1,200,60,30,2016-12,041-521-5207,36.914055,127.220209,2021-09-30
5224,충청남도 천안시,충청남도 천안시 서북구 입장면 입장시장2길 47,충청남도 천안시 서북구 입장면 하장리 16-11,어린이보호,1,200,-1,30,2018-09,041-521-5207,36.914875,127.227263,2021-09-30
5225,충청남도 천안시,충청남도 천안시 서북구 입장면 입장시장2길 47,충청남도 천안시 서북구 입장면 하장리 16-11,어린이보호,1,200,1,30,2018-09,041-521-5207,36.914875,127.227263,2021-09-30
5226,충청남도 천안시,충청남도 천안시 서북구 입장면 위례산길 34,충청남도 천안시 서북구 입장면 시장리 48-6,어린이보호,1,200,-1,30,2015-11,041-521-5207,36.902073,127.223804,2021-09-30
5227,충청남도 천안시,충청남도 천안시 서북구 입장면 위례산길 34,충청남도 천안시 서북구 입장면 시장리 48-6,어린이보호,1,200,250,30,2015-11,041-521-5207,36.902073,127.223804,2021-09-30
5228,충청남도 천안시,충청남도 천안시 동남구 풍세면 미죽2길 7,충청남도 천안시 동남구 풍세면 미죽리 195,생활방범,1,200,240,30,2017-08,041-521-5207,36.738833,127.151726,2021-09-30
5229,충청남도 천안시,충청남도 천안시 동남구 풍세면 미죽2길 7,충청남도 천안시 동남구 풍세면 미죽리 195,생활방범,1,200,35,30,2017-08,041-521-5207,36.738833,127.151726,2021-09-30
5230,충청남도 천안시,충청남도 천안시 동남구 풍세면 상정1길 3,충청남도 천안시 동남구 풍세면 풍서리 384-1,생활방범,1,200,90,30,2021-05,041-521-5207,36.722314,127.118653,2021-09-30
5231,충청남도 천안시,충청남도 천안시 동남구 풍세면 상정1길 3,충청남도 천안시 동남구 풍세면 풍서리 384-1,생활방범,1,200,90,30,2021-05,041-521-5207,36.722314,127.118653,2021-09-30
5232,충청남도 천안시,충청남도 천안시 동남구 풍세면 돈마루1길 27,충청남도 천안시 동남구 풍세면 용정리 726-1,생활방범,1,200,180,30,2017-12,041-521-5207,36.743699,127.102413,2021-09-30
5233,충청남도 천안시,충청남도 천안시 동남구 풍세면 돈마루1길 27,충청남도 천안시 동남구 풍세면 용정리 726-1,생활방범,1,300,70,30,2017-12,041-521-5207,36.743699,127.102413,2021-09-30
5234,충청남도 천안시,충청남도 천안시 동남구 풍세면 한우물1길 48,충청남도 천안시 동남구 풍세면 용정리 433,생활방범,1,200,235,30,2017-12,041-521-5207,36.735304,127.111534,2021-09-30
5235,충청남도 천안시,충청남도 천안시 동남구 풍세면 한우물1길 48,충청남도 천안시 동남구 풍세면 용정리 433,생활방범,1,200,90,30,2017-12,041-521-5207,36.735304,127.111534,2021-09-30
5236,충청남도 천안시,충청남도 천안시 동남구 풍세면 한우물1길 48,충청남도 천안시 동남구 풍세면 용정리 433,생활방범,1,300,10,30,2017-12,041-521-5207,36.735304,127.111534,2021-09-30
5237,충청남도 천안시,충청남도 천안시 동남구 풍세면 상정1길 22,충청남도 천안시 동남구 풍세면 풍서리 510-4,생활방범,1,200,260,30,2017-08,041-521-5207,36.722263,127.117221,2021-09-30
5238,충청남도 천안시,충청남도 천안시 동남구 풍세면 상정1길 22,충청남도 천안시 동남구 풍세면 풍서리 510-4,생활방범,1,200,130,30,2017-08,041-521-5207,36.722263,127.117221,2021-09-30
5239,충청남도 천안시,충청남도 천안시 동남구 풍세면 상정1길 22,충청남도 천안시 동남구 풍세면 풍서리 510-4,생활방범,1,200,35,30,2017-08,041-521-5207,36.722263,127.117221,2021-09-30
5240,충청남도 천안시,충청남도 천안시 동남구 풍세면 궁리1길 6,충청남도 천안시 동남구 풍세면 풍서리 421-3,생활방범,1,200,320,30,2017-08,041-521-5207,36.723893,127.117885,2021-09-30
5241,충청남도 천안시,충청남도 천안시 동남구 풍세면 궁리1길 6,충청남도 천안시 동남구 풍세면 풍서리 421-3,생활방범,1,200,160,30,2017-08,041-521-5207,36.723893,127.117885,2021-09-30
5242,충청남도 천안시,충청남도 천안시 동남구 풍세면 궁리2길 10,충청남도 천안시 동남구 풍세면 풍서리 457-7,생활방범,1,200,330,30,2017-08,041-521-5207,36.724432,127.118303,2021-09-30
5243,충청남도 천안시,충청남도 천안시 동남구 풍세면 궁리2길 10,충청남도 천안시 동남구 풍세면 풍서리 457-7,생활방범,1,200,70,30,2017-08,041-521-5207,36.724432,127.118303,2021-09-30
5244,충청남도 천안시,충청남도 천안시 동남구 풍세면 궁리2길 10,충청남도 천안시 동남구 풍세면 풍서리 457-7,생활방범,1,200,180,30,2017-08,041-521-5207,36.724432,127.118303,2021-09-30
5245,충청남도 천안시,충청남도 천안시 동남구 풍세면 호정1길 72,충청남도 천안시 동남구 풍세면 풍서리 258-11,생활방범,1,200,140,30,2017-12,041-521-5207,36.71625,127.132075,2021-09-30
5246,충청남도 천안시,충청남도 천안시 동남구 풍세면 호정1길 72,충청남도 천안시 동남구 풍세면 풍서리 258-11,생활방범,1,200,290,30,2017-12,041-521-5207,36.71625,127.132075,2021-09-30
5247,충청남도 천안시,충청남도 천안시 동남구 풍세면 호정1길 72,충청남도 천안시 동남구 풍세면 풍서리 258-11,생활방범,1,200,210,30,2017-12,041-521-5207,36.71625,127.132075,2021-09-30
5248,충청남도 천안시,충청남도 천안시 동남구 풍세면 호정1길 72,충청남도 천안시 동남구 풍세면 풍서리 258-11,생활방범,1,200,65,30,2017-12,041-521-5207,36.71625,127.132075,2021-09-30
5249,충청남도 천안시,충청남도 천안시 동남구 풍세면 호정1길 72,충청남도 천안시 동남구 풍세면 풍서리 258-11,생활방범,1,200,180,30,2017-12,041-521-5207,36.71625,127.132075,2021-09-30
5250,충청남도 천안시,충청남도 천안시 동남구 풍세면 풍세로 470-1,충청남도 천안시 동남구 풍세면 남관리 134,생활방범,1,200,300,30,2017-08,041-521-5207,36.7549,127.127578,2021-09-30
5251,충청남도 천안시,충청남도 천안시 동남구 풍세면 풍세로 470-1,충청남도 천안시 동남구 풍세면 남관리 134,생활방범,1,200,90,30,2017-08,041-521-5207,36.7549,127.127578,2021-09-30
5252,충청남도 천안시,충청남도 천안시 동남구 풍세면 수원지길 43,충청남도 천안시 동남구 풍세면 남관리 31-1,생활방범,1,200,300,30,2017-08,041-521-5207,36.750532,127.131516,2021-09-30
5253,충청남도 천안시,충청남도 천안시 동남구 풍세면 수원지길 43,충청남도 천안시 동남구 풍세면 남관리 31-1,생활방범,1,200,100,30,2017-08,041-521-5207,36.750532,127.131516,2021-09-30
5254,충청남도 천안시,충청남도 천안시 동남구 풍세면 수원지길 43,충청남도 천안시 동남구 풍세면 남관리 31-1,생활방범,1,200,155,30,2017-08,041-521-5207,36.750532,127.131516,2021-09-30
5255,충청남도 천안시,0,충청남도 천안시 동남구 풍세면 가송리 347,생활방범,1,200,90,30,2021-05,041-521-5207,36.724771,127.139228,2021-09-30
5256,충청남도 천안시,,충청남도 천안시 동남구 삼용동 292-1,생활방범,1,200,-1,30,2015-08,041-521-5207,36.784418,127.167639,2021-09-30
5257,충청남도 천안시,,충청남도 천안시 동남구 삼용동 292-1,생활방범,1,200,10,30,2015-08,041-521-5207,36.784418,127.167639,2021-09-30
5258,충청남도 천안시,,충청남도 천안시 동남구 삼용동 292-1,생활방범,1,200,90,30,2015-08,041-521-5207,36.784418,127.167639,2021-09-30
5259,충청남도 천안시,,충청남도 천안시 동남구 삼용동 292-1,생활방범,1,200,250,30,2015-08,041-521-5207,36.784418,127.167639,2021-09-30
5260,충청남도 천안시,충청남도 천안시 동남구 청수로 20 (청수동),충청남도 천안시 동남구 청수동 270,생활방범,1,200,-1,30,2015-12,041-521-5207,36.787774,127.148978,2021-09-30
5261,충청남도 천안시,충청남도 천안시 동남구 청수로 20 (청수동),충청남도 천안시 동남구 청수동 270,생활방범,1,200,180,30,2015-12,041-521-5207,36.787774,127.148978,2021-09-30
5262,충청남도 천안시,충청남도 천안시 동남구 청수로 20 (청수동),충청남도 천안시 동남구 청수동 270,생활방범,1,200,10,30,2015-12,041-521-5207,36.787774,127.148978,2021-09-30
5263,충청남도 천안시,충청남도 천안시 동남구 청수로 20 (청수동),충청남도 천안시 동남구 청수동 270,생활방범,1,200,-1,30,2015-12,041-521-5207,36.786856,127.148479,2021-09-30
5264,충청남도 천안시,충청남도 천안시 동남구 청수로 20 (청수동),충청남도 천안시 동남구 청수동 270,생활방범,1,200,180,30,2015-12,041-521-5207,36.786856,127.148479,2021-09-30
5265,충청남도 천안시,충청남도 천안시 동남구 청수로 20 (청수동),충청남도 천안시 동남구 청수동 270,생활방범,1,200,10,30,2015-12,041-521-5207,36.786856,127.148479,2021-09-30
5266,충청남도 천안시,충청남도 천안시 동남구 먹거리1길 8-1 (신부동),충청남도 천안시 동남구 신부동 453-1,생활방범,1,800,-1,30,2020-09,041-521-5207,36.818031,127.153506,2021-09-30
5267,충청남도 천안시,충청남도 천안시 동남구 먹거리1길 8-1 (신부동),충청남도 천안시 동남구 신부동 453-1,생활방범,1,300,170,30,2013-12,041-521-5207,36.818031,127.153506,2021-09-30
5268,충청남도 천안시,충청남도 천안시 동남구 먹거리1길 8-1 (신부동),충청남도 천안시 동남구 신부동 453-1,생활방범,1,300,270,30,2013-12,041-521-5207,36.818031,127.153506,2021-09-30
5269,충청남도 천안시,충청남도 천안시 동남구 먹거리1길 8-1 (신부동),충청남도 천안시 동남구 신부동 453-1,생활방범,1,300,270,30,2013-12,041-521-5207,36.818031,127.153506,2021-09-30
5270,충청남도 천안시,,충청남도 천안시 동남구 신부동 815,생활방범,1,200,-1,30,2016-07,041-521-5207,36.819464,127.15879,2021-09-30
5271,충청남도 천안시,,충청남도 천안시 동남구 신부동 815,생활방범,1,200,40,30,2016-07,041-521-5207,36.819464,127.15879,2021-09-30
5272,충청남도 천안시,,충청남도 천안시 동남구 신부동 815,생활방범,1,200,260,30,2016-07,041-521-5207,36.819464,127.15879,2021-09-30
5273,충청남도 천안시,,충청남도 천안시 동남구 신부동 125,생활방범,1,200,-1,30,2017-01,041-521-5207,36.823739,127.16145,2021-09-30
5274,충청남도 천안시,,충청남도 천안시 동남구 신부동 125,생활방범,1,200,240,30,2017-01,041-521-5207,36.823739,127.16145,2021-09-30
5275,충청남도 천안시,,충청남도 천안시 동남구 신부동 125,생활방범,1,200,140,30,2017-01,041-521-5207,36.823739,127.16145,2021-09-30
5276,충청남도 천안시,,충청남도 천안시 동남구 신부동 125,생활방범,1,200,330,30,2017-01,041-521-5207,36.823739,127.16145,2021-09-30
5277,충청남도 천안시,,충청남도 천안시 동남구 안서동 212-2,생활방범,1,200,-1,30,2019-01,041-521-5207,36.828354,127.185437,2021-09-30
5278,충청남도 천안시,,충청남도 천안시 동남구 안서동 212-2,생활방범,1,200,220,30,2019-01,041-521-5207,36.828354,127.185437,2021-09-30
5279,충청남도 천안시,,충청남도 천안시 동남구 안서동 212-2,생활방범,1,200,110,30,2019-01,041-521-5207,36.828354,127.185437,2021-09-30
5280,충청남도 천안시,"충청남도 천안시 동남구 천안천7길 22 (성황동, 두성연립)",충청남도 천안시 동남구 성황동 12-1,생활방범,1,200,-1,30,2013-12,041-521-5207,36.817184,127.150131,2021-09-30
5281,충청남도 천안시,"충청남도 천안시 동남구 천안천7길 22 (성황동, 두성연립)",충청남도 천안시 동남구 성황동 12-1,생활방범,1,300,120,30,2013-12,041-521-5207,36.817184,127.150131,2021-09-30
5282,충청남도 천안시,"충청남도 천안시 동남구 천안천7길 22 (성황동, 두성연립)",충청남도 천안시 동남구 성황동 12-1,생활방범,1,300,210,30,2013-12,041-521-5207,36.817184,127.150131,2021-09-30
